Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density,Cluster
Japan,2013,June,Sunday,Afternoon,Urban,Street,Windy,493.3175271,1,109,26-40,Male,0.054628018,0,Poor,0,0,Severe,8,4,55.70931699,4424.116064,Wet,Distracted Driving,8,25693.01028,13634.7436,South America,3307.536687,1
Australia,2002,August,Saturday,Evening,Rural,Street,Rainy,204.0342861,3,69,41-60,Female,0.245073059,1,Good,1,0,Minor,7,0,55.3204616,7474.010595,Wet,Mechanical Failure,6,10095.5045,4980.237135,Europe,4953.537176,0
USA,2020,May,Saturday,Evening,Rural,Main Road,Windy,479.1120317,1,33,<18,Female,0.013543989,0,Poor,1,1,Minor,10,4,34.81180752,3181.33958,Snow-covered,Distracted Driving,7,46531.71848,91260.30732,Asia,1346.148642,2
Australia,2002,April,Friday,Morning,Urban,Street,Foggy,498.4920439,2,38,41-60,Male,0.117138651,0,Good,2,0,Severe,0,0,34.60085951,2120.880123,Icy,Mechanical Failure,2,42129.18973,93406.65328,Europe,3840.724107,2
Brazil,2022,January,Tuesday,Evening,Rural,Main Road,Clear,244.1109348,1,88,61+,Male,0.10644108,0,Poor,2,1,Severe,1,1,51.9681661,6841.2115,Icy,Mechanical Failure,6,38332.47758,4951.20948,Asia,864.2219679,0
Canada,2016,November,Sunday,Night,Urban,Street,Rainy,276.7908314,1,61,61+,Female,0.152900506,1,Poor,0,0,Minor,3,2,23.20234164,9484.866846,Snow-covered,Speeding,4,21193.24311,81889.01914,Asia,3820.148078,0
Brazil,2023,June,Saturday,Morning,Urban,Highway,Snowy,260.1206248,1,87,61+,Male,0.008824022,1,Good,2,1,Moderate,16,4,42.92345272,9228.149592,Wet,Distracted Driving,0,20999.18207,29585.55589,Australia,2394.332881,3
Russia,2006,December,Monday,Morning,Urban,Street,Foggy,367.9637918,4,79,26-40,Female,0.055220136,0,Good,2,1,Severe,12,3,58.46166439,5835.04907,Snow-covered,Weather,1,27569.31708,77197.38133,Australia,1861.993261,3
USA,2010,October,Thursday,Afternoon,Urban,Street,Rainy,191.0363744,2,89,41-60,Male,0.150898072,0,Poor,1,1,Moderate,14,2,33.14691989,4915.192132,Dry,Distracted Driving,0,22835.91407,37971.01848,Europe,1666.471474,4
Canada,2009,May,Sunday,Evening,Urban,Highway,Foggy,149.330524,1,43,26-40,Female,0.110720225,1,Poor,1,1,Moderate,9,0,54.39974408,1296.397005,Dry,Weather,5,33842.09175,56660.81921,Australia,3385.156157,2
Germany,2001,January,Thursday,Evening,Rural,Street,Snowy,205.4909925,1,103,26-40,Female,0.192428227,0,Poor,1,1,Minor,6,2,46.33822947,9663.248714,Snow-covered,Distracted Driving,7,34939.8183,2278.535612,South America,3840.881502,0
Russia,2024,November,Friday,Night,Urban,Highway,Clear,389.1806077,1,100,26-40,Female,0.190037119,0,Moderate,2,2,Severe,2,0,43.60292585,1339.675929,Snow-covered,Speeding,8,35698.26026,73923.79331,Asia,39.63680233,2
Canada,2000,November,Saturday,Morning,Urban,Main Road,Snowy,457.341574,1,49,41-60,Female,0.066926286,1,Good,0,0,Moderate,14,1,41.41862616,1476.604703,Icy,Mechanical Failure,3,27663.14962,35465.87481,South America,3560.358251,2
Canada,2007,August,Monday,Night,Urban,Highway,Foggy,121.8487348,3,73,<18,Female,0.170352406,0,Good,0,0,Minor,1,2,16.67722155,8579.477417,Wet,Speeding,8,4555.588127,17944.24769,North America,3556.796278,0
Japan,2001,July,Tuesday,Afternoon,Urban,Street,Snowy,132.6625718,3,68,<18,Male,0.197928375,1,Poor,1,0,Severe,18,2,11.03727184,647.0495794,Wet,Speeding,8,45177.95166,26866.17697,Asia,615.6491965,2
India,2021,June,Wednesday,Morning,Urban,Main Road,Foggy,343.3870154,4,73,<18,Female,0.065513756,1,Moderate,2,1,Severe,2,3,29.77340559,3761.224551,Wet,Drunk Driving,5,12943.39406,42593.20268,Australia,4617.456261,1
Germany,2009,May,Wednesday,Evening,Rural,Highway,Windy,356.2649104,4,32,41-60,Female,0.081038431,0,Moderate,1,0,Moderate,13,2,14.58942526,7539.442082,Wet,Mechanical Failure,6,3335.494119,90482.92308,South America,1132.067039,4
Japan,2017,May,Monday,Night,Urban,Street,Clear,289.7416468,3,67,41-60,Male,0.136095326,0,Poor,2,2,Severe,5,0,58.34161178,6358.001997,Snow-covered,Weather,7,15428.12041,86857.1102,Asia,3727.543276,0
China,2010,September,Sunday,Night,Rural,Main Road,Rainy,486.2453727,2,53,<18,Female,0.13128966,0,Good,1,0,Minor,9,4,46.92379152,6178.11721,Icy,Distracted Driving,0,502.1712242,24873.24519,South America,3440.941774,1
Russia,2024,April,Saturday,Afternoon,Rural,Main Road,Rainy,310.6389957,3,102,18-25,Male,0.191678647,1,Poor,1,2,Minor,13,3,46.55698003,1387.993766,Wet,Weather,6,9595.005935,83426.659,North America,1158.523811,1
China,2023,January,Friday,Night,Urban,Street,Windy,274.07136,3,107,61+,Female,0.216530218,1,Poor,2,2,Moderate,12,3,59.79154402,6760.841223,Dry,Distracted Driving,6,1704.222982,59990.80121,Asia,4019.155935,1
Germany,2007,October,Tuesday,Night,Urban,Main Road,Clear,357.4114177,1,72,<18,Male,0.201883088,0,Moderate,0,0,Severe,1,3,39.08735062,5580.782178,Icy,Mechanical Failure,5,18336.49609,57300.35854,Australia,4658.831394,1
Germany,2000,September,Wednesday,Afternoon,Urban,Street,Clear,114.5466072,3,33,26-40,Male,0.05561846,1,Moderate,2,1,Severe,11,0,10.40574994,1424.304695,Dry,Drunk Driving,2,25187.77121,42237.51563,Australia,2045.212996,4
Japan,2011,May,Sunday,Evening,Rural,Street,Rainy,194.0794131,1,77,41-60,Female,0.173259335,1,Poor,2,1,Minor,7,0,44.10863987,6869.873298,Icy,Drunk Driving,1,37553.40789,97773.30258,Australia,4540.178565,0
USA,2007,July,Tuesday,Evening,Urban,Main Road,Clear,194.256765,1,61,61+,Female,0.216479924,1,Moderate,1,2,Minor,4,0,50.96608811,1577.160864,Dry,Speeding,9,10435.90833,30130.10203,South America,1543.576559,1
China,2015,April,Monday,Morning,Rural,Highway,Windy,175.7330217,1,115,<18,Female,0.142034218,0,Moderate,1,2,Severe,10,4,42.26604186,4139.745659,Snow-covered,Weather,3,23186.12754,48379.76103,Australia,583.7246387,1
Germany,2015,July,Friday,Night,Rural,Highway,Clear,464.61182,4,91,18-25,Male,0.198206029,1,Moderate,0,2,Severe,18,1,6.67680218,1673.418708,Snow-covered,Drunk Driving,3,25674.12379,32798.07779,Australia,677.0092323,4
China,2023,September,Monday,Afternoon,Rural,Street,Snowy,284.752395,2,115,<18,Female,0.136652057,1,Poor,1,2,Minor,2,0,34.03608839,3098.709445,Snow-covered,Speeding,8,2782.182156,47593.07994,North America,3305.72602,1
UK,2004,March,Tuesday,Afternoon,Rural,Street,Snowy,458.1542946,3,85,41-60,Female,0.194965459,0,Poor,0,1,Minor,1,0,37.52078249,1740.69601,Wet,Distracted Driving,2,28665.69342,66303.48975,Australia,3946.906147,0
Russia,2007,December,Monday,Afternoon,Urban,Main Road,Windy,183.3357264,4,81,61+,Female,0.01017981,0,Moderate,2,0,Moderate,2,3,18.20092,7912.300866,Dry,Weather,8,11177.99361,68245.01379,Europe,2790.785439,1
Japan,2008,January,Tuesday,Morning,Urban,Main Road,Windy,385.0993571,3,36,<18,Female,0.202583688,1,Moderate,1,1,Severe,18,0,12.5377148,4445.105516,Dry,Mechanical Failure,7,41268.02653,33413.4964,Asia,1766.564887,4
India,2005,January,Monday,Night,Rural,Main Road,Rainy,411.5537047,3,101,41-60,Female,0.13418262,0,Good,0,2,Moderate,16,4,16.2038855,2876.995797,Snow-covered,Mechanical Failure,7,42734.15556,40820.08749,Australia,3159.700843,2
Brazil,2007,May,Saturday,Afternoon,Rural,Street,Clear,165.7741725,2,43,41-60,Female,0.059693169,1,Poor,2,2,Severe,6,4,35.73697245,9678.867179,Dry,Mechanical Failure,0,48368.49874,41924.76952,Europe,258.7361367,3
China,2023,March,Wednesday,Afternoon,Urban,Highway,Rainy,163.3433685,2,101,61+,Male,0.152472704,1,Poor,2,2,Severe,2,0,48.1816936,869.7414662,Icy,Drunk Driving,3,41310.54283,13743.51067,Australia,605.6680021,2
UK,2023,August,Wednesday,Night,Rural,Main Road,Foggy,411.3164227,1,40,26-40,Female,0.240678587,1,Poor,1,2,Minor,1,4,55.62475108,9139.256465,Wet,Distracted Driving,5,11613.14493,36522.35769,South America,4168.8317,3
Brazil,2024,July,Sunday,Night,Urban,Main Road,Foggy,132.2053527,3,102,<18,Male,0.194750324,1,Good,1,1,Severe,14,3,39.04845095,1871.582687,Dry,Distracted Driving,1,26229.59277,16389.99878,Australia,4402.906078,2
India,2012,August,Wednesday,Night,Urban,Main Road,Snowy,255.0068753,2,98,41-60,Male,0.12018459,0,Good,1,1,Minor,7,2,56.12368532,4193.862405,Wet,Distracted Driving,5,46645.88858,57440.66173,North America,3200.13154,2
Germany,2020,September,Thursday,Evening,Urban,Highway,Foggy,422.5516559,3,30,<18,Male,0.133599254,0,Poor,1,2,Severe,15,2,8.926947462,2381.157895,Dry,Drunk Driving,9,36831.16261,72777.99374,South America,1902.927333,2
India,2015,February,Saturday,Evening,Rural,Street,Clear,309.3069356,4,65,41-60,Male,0.043335264,0,Moderate,2,1,Moderate,10,0,23.44178351,4328.134779,Icy,Mechanical Failure,8,16779.33162,59897.68274,Europe,1975.423159,4
Brazil,2008,October,Tuesday,Afternoon,Rural,Main Road,Clear,341.942221,1,60,26-40,Male,0.118081361,0,Poor,1,2,Severe,15,3,43.6642145,2667.908719,Wet,Speeding,0,8780.537794,38865.32887,South America,98.88581718,1
Japan,2012,October,Wednesday,Afternoon,Rural,Street,Clear,113.4860581,3,106,26-40,Female,0.204065285,0,Poor,1,0,Minor,2,2,46.39966415,2021.577696,Snow-covered,Drunk Driving,9,49765.40264,46149.56048,North America,3467.180777,2
Germany,2019,September,Wednesday,Night,Urban,Highway,Snowy,97.72532279,1,51,<18,Male,0.001261223,0,Good,0,1,Moderate,3,4,19.3985675,4516.471597,Snow-covered,Drunk Driving,8,35358.1345,33517.49628,Asia,2572.193272,3
Russia,2007,April,Wednesday,Afternoon,Rural,Street,Foggy,172.6987302,2,36,61+,Female,0.007410045,1,Moderate,1,1,Severe,10,2,19.84464816,8434.027274,Icy,Distracted Driving,7,31652.03123,92978.05536,Europe,4017.417694,3
Germany,2013,May,Friday,Morning,Urban,Street,Rainy,221.1333223,2,60,41-60,Female,0.058188156,0,Good,0,2,Severe,10,3,41.70758808,1901.349301,Dry,Distracted Driving,5,16217.56308,97440.13604,Europe,3759.285426,1
Japan,2003,August,Monday,Evening,Urban,Street,Clear,364.7982123,2,82,18-25,Male,0.1911705,1,Poor,1,2,Severe,19,4,54.74063891,2241.260622,Icy,Speeding,4,7258.60727,78091.93162,Australia,781.2917046,1
USA,2015,May,Thursday,Afternoon,Urban,Main Road,Snowy,93.15398141,1,71,<18,Female,0.04957451,1,Good,2,1,Minor,4,2,52.37287517,5162.238673,Dry,Weather,3,18000.23148,20018.74537,North America,1673.646872,1
China,2016,August,Wednesday,Night,Urban,Highway,Snowy,295.690177,2,69,41-60,Male,0.136443491,0,Moderate,1,1,Moderate,4,0,36.36737346,8574.735357,Icy,Speeding,9,20800.97781,11142.82781,Asia,2469.508699,0
Germany,2001,May,Monday,Evening,Urban,Street,Foggy,283.0476661,3,79,18-25,Male,0.103459746,0,Moderate,0,0,Severe,9,3,29.39389632,7745.04452,Icy,Mechanical Failure,0,22963.92538,53753.86023,North America,926.1270325,3
Brazil,2020,September,Thursday,Night,Rural,Main Road,Rainy,200.0295784,3,118,18-25,Male,0.031439287,0,Good,1,1,Moderate,7,4,49.5750781,3709.3221,Icy,Mechanical Failure,4,44666.83426,4811.654288,Europe,4454.511939,2
Russia,2016,July,Saturday,Morning,Urban,Highway,Snowy,355.6342881,2,118,<18,Female,0.232967045,0,Poor,0,0,Severe,7,0,57.33865239,8791.82388,Snow-covered,Speeding,8,12433.55536,97631.44152,Australia,1864.304282,0
UK,2016,April,Thursday,Night,Rural,Highway,Clear,364.4143299,1,50,18-25,Male,0.063576001,1,Poor,1,1,Minor,17,3,54.14143551,937.7528212,Icy,Distracted Driving,0,11854.62535,17782.88748,Asia,3166.722688,1
Brazil,2002,May,Sunday,Afternoon,Urban,Main Road,Windy,143.3498764,3,37,18-25,Male,0.160917126,0,Poor,1,0,Moderate,11,2,12.15287798,1413.941414,Dry,Mechanical Failure,8,19212.764,76359.03802,Asia,1795.394231,1
Australia,2009,December,Friday,Afternoon,Rural,Main Road,Clear,150.4368864,2,68,61+,Male,0.225728482,0,Good,1,2,Moderate,13,2,55.83120466,675.4940706,Dry,Distracted Driving,6,48164.22812,93614.77308,Asia,1085.038866,2
Japan,2020,January,Wednesday,Afternoon,Rural,Highway,Windy,484.9734855,4,49,41-60,Male,0.119591784,0,Poor,1,1,Severe,2,0,56.3574942,2847.651648,Wet,Speeding,5,49885.71212,49887.72315,Asia,3302.607723,2
USA,2021,March,Friday,Evening,Rural,Main Road,Windy,464.9588238,2,50,18-25,Male,0.139438029,0,Good,0,1,Moderate,9,3,44.70628384,1417.081524,Dry,Speeding,0,13055.11164,40285.80111,Asia,585.8918028,1
USA,2009,December,Friday,Morning,Urban,Highway,Windy,292.2820869,2,102,26-40,Female,0.036117183,0,Good,0,2,Moderate,12,2,33.62415291,6159.27402,Icy,Mechanical Failure,8,12969.35115,77784.08406,Australia,577.1374711,4
Canada,2002,August,Wednesday,Morning,Rural,Street,Snowy,237.4737972,2,63,18-25,Male,0.052376203,0,Poor,2,1,Minor,5,3,10.11588783,4292.321073,Wet,Weather,2,22971.65539,90190.41527,Australia,4473.628548,1
China,2023,April,Tuesday,Morning,Rural,Highway,Rainy,232.8447153,2,108,<18,Male,0.065318841,1,Moderate,1,0,Moderate,3,0,22.41134521,8579.700763,Wet,Distracted Driving,0,23836.28903,96161.67279,Asia,1083.907974,0
USA,2006,November,Tuesday,Night,Rural,Main Road,Foggy,245.7555387,4,119,26-40,Female,0.02234569,0,Moderate,2,2,Moderate,8,3,59.53045718,9126.620106,Wet,Speeding,0,8806.571523,60519.83048,Europe,142.377161,3
China,2008,May,Sunday,Evening,Urban,Highway,Windy,161.6300367,4,78,18-25,Male,0.240219199,0,Poor,1,1,Moderate,15,1,18.67367204,6099.805984,Dry,Weather,1,27945.86257,95372.32163,Australia,2437.299882,4
USA,2011,November,Tuesday,Afternoon,Urban,Main Road,Snowy,89.11606417,1,90,61+,Female,0.201470085,1,Poor,1,2,Minor,19,2,51.0828095,7695.832551,Wet,Drunk Driving,3,28991.55301,35118.38764,Asia,4632.621299,4
UK,2023,January,Thursday,Night,Rural,Street,Windy,233.5581477,2,68,18-25,Female,0.161420057,0,Good,0,2,Minor,11,4,38.57004605,6190.189371,Wet,Weather,8,29938.68249,34723.95415,South America,2461.596424,3
China,2010,December,Tuesday,Afternoon,Rural,Street,Rainy,302.1158864,2,107,18-25,Female,0.119148319,1,Moderate,0,0,Moderate,14,1,39.34979733,7986.907921,Icy,Mechanical Failure,0,49404.17488,49219.76138,Asia,2871.098049,3
Germany,2004,January,Wednesday,Afternoon,Rural,Street,Snowy,89.71444175,3,65,26-40,Female,0.050307028,1,Poor,0,0,Severe,7,3,36.9682473,287.6848208,Wet,Speeding,5,24448.09838,77883.81253,Europe,1184.489843,1
Japan,2021,September,Wednesday,Morning,Rural,Highway,Windy,188.7354396,3,58,18-25,Male,0.133005587,1,Moderate,2,2,Severe,6,2,56.59402144,5402.558365,Snow-covered,Distracted Driving,9,3949.396152,88596.34544,Europe,1213.877745,1
India,2017,January,Wednesday,Night,Rural,Street,Rainy,426.2996561,1,95,41-60,Female,0.237960466,1,Poor,2,2,Moderate,17,1,50.69119315,2897.565179,Wet,Speeding,2,45093.02617,55098.78133,North America,1701.86018,2
Brazil,2022,June,Friday,Morning,Urban,Main Road,Foggy,138.488435,4,43,26-40,Male,0.091200526,0,Good,2,2,Moderate,15,4,27.57201543,4395.737926,Dry,Drunk Driving,8,12222.01605,81284.04196,Australia,4739.556986,1
China,2008,August,Monday,Evening,Rural,Main Road,Rainy,153.2786993,3,105,41-60,Female,0.183629294,1,Poor,1,2,Moderate,15,0,31.74312844,4403.087202,Snow-covered,Drunk Driving,4,8749.726231,83985.44132,North America,4692.966535,4
Japan,2011,May,Friday,Night,Rural,Highway,Clear,98.82238883,4,101,41-60,Female,0.174534375,0,Good,1,1,Minor,0,4,32.55116448,6989.998521,Icy,Speeding,7,31167.60188,22490.33837,North America,4514.936681,3
Canada,2021,June,Tuesday,Afternoon,Rural,Highway,Foggy,120.790898,4,36,61+,Female,0.192960892,1,Moderate,2,0,Severe,6,2,48.95442425,1369.078507,Dry,Mechanical Failure,4,42267.81462,18306.07319,North America,848.9426534,2
Australia,2011,July,Tuesday,Morning,Rural,Main Road,Foggy,60.40337515,2,103,18-25,Female,0.242234075,1,Poor,1,0,Moderate,5,1,42.63468413,9758.730856,Wet,Drunk Driving,5,17508.77002,90200.03992,Asia,1540.345414,0
Russia,2000,April,Thursday,Night,Rural,Main Road,Clear,91.19474672,4,35,61+,Female,0.018351924,1,Poor,2,2,Severe,6,1,5.365996982,1641.054898,Wet,Speeding,5,27932.68115,70448.51786,North America,1370.715173,2
Russia,2008,February,Friday,Afternoon,Urban,Highway,Snowy,153.8503313,4,75,<18,Female,0.05502027,0,Poor,2,1,Moderate,13,2,15.87526367,9981.799799,Snow-covered,Distracted Driving,9,7002.989014,16817.96114,Australia,2227.854596,4
Brazil,2007,July,Saturday,Afternoon,Urban,Main Road,Rainy,459.8430028,2,40,61+,Female,0.087290792,1,Poor,2,1,Moderate,5,4,44.21410073,2273.373507,Snow-covered,Weather,9,36475.28842,48128.81203,Australia,1872.211188,2
Brazil,2003,May,Tuesday,Morning,Rural,Main Road,Snowy,163.1293101,1,32,41-60,Male,0.195481022,1,Good,1,2,Minor,2,4,24.56027156,1482.736196,Snow-covered,Distracted Driving,7,14520.01408,48259.0434,Australia,723.7986493,1
Australia,2000,February,Sunday,Night,Rural,Street,Rainy,61.98164544,3,101,26-40,Male,0.165270341,0,Poor,0,2,Moderate,14,1,58.60241506,5531.016203,Icy,Drunk Driving,5,6331.426387,94823.28562,South America,4607.691855,4
USA,2004,July,Friday,Evening,Urban,Highway,Rainy,308.028136,3,46,<18,Female,0.04701662,1,Poor,0,1,Severe,7,2,19.96605436,3808.810102,Icy,Weather,7,29485.16603,78438.76535,Europe,337.3823654,2
Russia,2011,January,Tuesday,Evening,Urban,Highway,Windy,161.0560892,3,77,26-40,Female,0.10957244,1,Moderate,2,2,Severe,17,2,12.4699117,3007.454802,Dry,Drunk Driving,4,2070.696591,58882.77456,Europe,4880.013664,4
Australia,2004,October,Sunday,Afternoon,Rural,Main Road,Rainy,164.2440585,3,39,41-60,Male,0.003372288,0,Poor,2,0,Minor,2,4,54.11854447,2296.070526,Dry,Drunk Driving,1,9745.847029,96611.66053,South America,2564.908495,1
Australia,2013,February,Sunday,Afternoon,Urban,Street,Rainy,486.7854365,1,83,41-60,Female,0.128638415,0,Moderate,0,2,Severe,2,1,32.40527097,2120.845764,Icy,Drunk Driving,6,29302.24505,35861.35985,Australia,2112.663025,2
Japan,2018,March,Sunday,Morning,Rural,Main Road,Clear,116.2363545,2,114,61+,Male,0.173649355,0,Poor,1,2,Moderate,13,1,47.79437921,4069.066406,Icy,Distracted Driving,1,44382.52494,45596.13621,Asia,2897.448244,2
Japan,2003,October,Monday,Evening,Urban,Highway,Foggy,324.7637357,2,112,<18,Male,0.153448565,0,Moderate,2,2,Severe,10,4,45.16068184,5171.250791,Icy,Distracted Driving,1,42154.32338,12961.27469,North America,2755.940557,3
India,2000,September,Friday,Morning,Rural,Highway,Windy,163.9788288,3,70,18-25,Male,0.029330224,0,Good,1,1,Moderate,5,2,52.20262179,1171.042677,Snow-covered,Drunk Driving,5,38894.86637,74902.04634,South America,1080.905364,2
USA,2009,August,Wednesday,Afternoon,Urban,Highway,Foggy,334.796581,2,63,61+,Male,0.089310908,0,Good,2,0,Moderate,14,1,12.21499353,4358.848466,Snow-covered,Drunk Driving,8,21283.85608,4091.590611,Australia,4515.961316,4
Canada,2020,August,Wednesday,Morning,Urban,Street,Clear,231.3310138,2,65,61+,Female,0.048108096,1,Moderate,0,2,Severe,11,1,30.53759862,4222.022395,Snow-covered,Drunk Driving,0,4421.815086,30429.90028,South America,3093.178676,4
UK,2019,March,Sunday,Night,Rural,Main Road,Snowy,61.14054083,2,92,<18,Male,0.160988294,0,Moderate,0,2,Severe,17,4,53.67779729,8196.952489,Wet,Mechanical Failure,6,43201.16052,96853.54916,Australia,3455.299038,3
UK,2017,March,Wednesday,Night,Rural,Street,Snowy,127.6143389,1,93,18-25,Male,0.051411621,1,Poor,0,1,Minor,11,2,9.581793028,1576.294098,Dry,Drunk Driving,7,4279.621358,77603.12632,South America,4013.538226,1
UK,2000,September,Saturday,Night,Urban,Highway,Foggy,364.3483075,1,97,<18,Male,0.139289143,1,Poor,0,2,Moderate,8,1,48.58557978,2142.864593,Wet,Mechanical Failure,4,12389.93537,54242.96168,Europe,644.499606,1
Canada,2017,August,Monday,Morning,Urban,Street,Snowy,251.4861266,1,30,<18,Female,0.053167946,0,Good,0,1,Moderate,3,4,58.6639256,8204.768826,Icy,Speeding,7,44197.19245,77936.04453,North America,320.0030896,3
India,2023,January,Monday,Evening,Rural,Highway,Snowy,185.4726537,2,41,<18,Male,0.061204663,1,Moderate,1,2,Minor,10,0,27.69552771,1738.637829,Dry,Distracted Driving,7,19414.26936,64226.9108,North America,1040.993374,4
China,2006,April,Tuesday,Evening,Urban,Highway,Foggy,385.8566637,4,86,18-25,Male,0.073375096,1,Good,2,1,Severe,3,4,56.14732413,9473.959786,Dry,Speeding,7,41812.02587,75220.08117,Australia,4080.187068,3
Canada,2024,January,Monday,Morning,Rural,Main Road,Rainy,122.7559702,4,81,18-25,Female,0.153840792,1,Good,2,1,Moderate,3,4,58.59050198,3695.429685,Wet,Drunk Driving,6,12920.35993,99696.66737,North America,3000.576229,1
Canada,2001,April,Sunday,Night,Rural,Main Road,Snowy,460.901308,2,82,18-25,Female,0.204379643,1,Moderate,1,0,Minor,5,2,46.27218976,611.0168141,Snow-covered,Weather,8,19979.62286,79606.8809,Australia,1241.489234,1
India,2006,April,Wednesday,Night,Urban,Street,Windy,427.2191146,1,66,26-40,Male,0.236537018,0,Good,0,2,Minor,4,4,38.31241498,7474.395286,Dry,Weather,7,21792.75716,28975.52093,North America,3802.878362,3
Australia,2002,October,Tuesday,Afternoon,Rural,Main Road,Rainy,375.4312087,1,95,26-40,Male,0.207765778,1,Poor,1,1,Severe,14,2,41.7808091,8582.437831,Icy,Weather,4,46990.00959,35466.43084,Australia,4446.626147,3
Russia,2000,July,Wednesday,Night,Urban,Street,Rainy,258.5680126,4,95,61+,Female,0.064791724,0,Poor,2,2,Severe,3,0,41.96549499,2910.600471,Dry,Mechanical Failure,8,36951.94988,4830.892027,Europe,1867.046523,0
Germany,2006,January,Sunday,Morning,Rural,Street,Windy,71.09823766,1,68,18-25,Male,0.067878079,1,Poor,1,2,Minor,8,4,34.71795541,9559.923414,Dry,Mechanical Failure,1,11186.78131,37424.11969,South America,3257.637963,3
Russia,2024,May,Wednesday,Morning,Urban,Street,Foggy,250.3086666,4,94,<18,Female,0.006257513,0,Good,0,2,Minor,6,0,37.88657814,4242.758129,Icy,Distracted Driving,0,32025.70998,71146.08635,North America,624.2476346,0
